ST160Q01IA,ST160Q02IA,ST160Q03IA,ST160Q04IA,ST160Q05IA,PV1READ,PV2READ,PV3READ,PV4READ,PV5READ,PV6READ,PV7READ,PV8READ,PV9READ,PV10READ,ISCEDL
4,4,3,4,4,639.205,570.342,615.305,658.113,648.253,642.356,605.687,607.034,604.194,613.996,3
3,3,3,4,3,758.047,713.497,694.018,666.303,693.212,773.198,728.345,639.396,725.962,693.816,3
3,3,2,4,4,765.044,744.855,738.905,745.626,723.458,706.562,746.095,728.632,690.065,769.392,3
2,3,2,3,3,392.868,417.82,440.03,429.927,434.501,434.056,434.625,443.019,428.396,433.411,3
3,3,3,3,3,663.693,600.946,603.218,602.115,568.66,594.413,624.363,566.087,612.053,593.562,3
3,3,3,4,3,435.352,476.024,459.93,450.832,514.567,441.423,463.054,466.637,446.022,499.432,3
2,2,3,2,2,524.42,556.183,591.022,505.241,550.118,541.414,589.299,592.488,550.381,570.437,3
3,3,1,4,4,395.81,358.937,386.013,423.998,396.058,398.096,423.888,408.338,439.808,464.457,3
4,3,3, ,4,470.247,465.861,475.475,437.578,449.02,451.324,466.732,421.527,472.463,473.823,3
3,4,4,4,4,569.275,570.578,600.264,539.708,519.18,654.551,547.025,559.756,551.287,556.505,3
2,1,2,1,2,417.597,394.961,383.986,384.567,395.07,384.666,415.494,403.423,339.044,394.799,3
2,2,2,2,1,501.862,454.387,516.237,494.814,541.498,532.819,510.955,510.177,487.506,474.581,3
3,3,3,3,3,671.863,662.521,690.155,696.46,653.189,656.423,752.678,633.13,771.569,716.046,3
4,4,4,4,4,678.141,709.85,703.523,680.027,630.775,686.519,673.889,728.069,735.919,739.801,3
1,1,1,2,1,562.278,528.942,517.497,588.209,532.472,545.217,525.852,508.557,535.881,540.579,3
2,1,1,1,3,490.617,510.953,502.511,532.092,481.821,508.546,519.805,503.562,567.71,528.466,3
4,3,4,4,3,777.202,704.732,734.951,736.892,694.276,740.178,664.57,758.012,746.215,688.61,3
3,4,3,2,3,518.668,542.655,567.576,634.747,573.954,594.604,496.244,511.757,517.477,513.697,3
2,3,3,2,2,337.377,367.818,336.536,318.271,324.885,303.352,347.345,352.635,362.472,364.684,3
2,1,3,2,2,585.601,501.535,507.792,539.07,503.745,542.107,582.349,544.012,498.249,534.911,3
4,4,4,4,4,679.183,702.425,676.722,676.093,660.381,669.83,768.689,689.4,697.031,704.876,3
1,1,2,3,2,339.124,333.958,352.696,370.418,330.922,309.242,318.38,356.149,320.82,355.573,3
2,1,1,2,2,477.554,476.854,495.766,486.389,487.979,459.039,430.746,510.065,481.074,453.489,3
1,2,2,3,1,503.476,504.008,530.497,539.356,548.39,537.662,515.683,530.127,510.574,502.629,3
1,1,1,1,1,556.426,540.653,518.708,591.466,516.93,522.504,550.36,570.857,580.488,559.393,3
3,2,2,4,4,490.567,439.09,505.319,505.555,528.213,496.429,504.451,495.345,509.019,528.267,3
4,3,4,4,4,614.01,650.611,670.424,602.726,675.505,701.408,628.352,668.194,634.811,640.242,3
1,1,1,1,1,543.32,546.674,570.337,536.242,594.408,519.909,536.317,552.156,601.515,565.961,3
4,3,3,4,4,591.035,587.657,601.502,570.489,614.606,587.842,575.184,589.024,570.369,594.877,3
4,3,3,4,3,579.227,524.783,534.886,532.809,549.558,525.294,527.238,545.54,482.584,571.82,3
4,4,3,4,3,526.501,542.544,548.842,541.723,528.493,583.879,527.94,584.904,512.415,557.302,3
2,1,1,2,2,639.132,618.165,651.474,623.02,571.903,594.525,668.452,568.725,612.804,558.946,3
3,2,3,3,3,617.317,668.718,592.158,590.592,641.6,620.121,643.657,601.198,621.348,650.54,3
4,4,4,4,4,753.684,687.911,707.423,749.854,676.699,746.905,735.487,709.317,720.106,667.137,3
3,3,4,3,3,639.507,611.264,614.465,578.596,617.306,596.244,562.599,580.587,618.414,606.626,3
2,1,2,3,2,479.975,473.886,424.961,475.461,452.36,432.193,427.736,473.014,471.499,484.815,3
1,1,1,3,2,535.258,527.071,499.533,588.593,502.319,538.153,523.28,457.488,501.695,502.592,3
3,4,4,4,3,627.574,552.9,584.933,564.944,619.112,617.39,517.967,582.992,566.515,573.215,3
2,2,2,3,1,563.932,511.34,529.584,547.835,530.086,473.572,530.849,515.601,555.401,507.779,3
2, ,1,3,1,580.783,530.82,550.656,538.881,538.331,545.1,469.16,614.151,519.054,597.522,3
4,3,3,4,3,574.614,637.301,557.811,577.873,631.469,568.629,581.107,635.955,557.967,580.914,3
2,1,3,3,1,546.303,570.488,582.409,501.424,567.93,529.035,559.017,565.906,599.385,557.823,3
1,2,2,2,2,423.107,433.896,424.866,433.729,407.212,463.315,401.524,410.745,429.469,437.377,3
4,3,2,4,2,596.71,589.378,610.757,613.32,605.527,565.269,549.453,567.36,559.167,594.772,3
4,4,3,4,4,615.101,671.616,616.959,666.421,657.487,609.82,627.246,669.009,641.426,687.904,3
2,2,2,3,3,621.356,554.326,588.755,571.444,598.599,598.881,625.47,612.721,578.636,586.026,3
4,4,4,4,4,435.054,441.862,398.961,394.608,461.964,418.375,439.142,366.089,414.035,461.775,3
4,3,3,4,4,371.344,349.469,426.709,424.95,384.177,396.244,360.408,345.037,387.985,361.63,3
3,3,3,4,4,460.393,516.29,437.984,405.514,478.361,486.527,486.591,494.485,534.534,459.059,3
1,1,1,4,2,470.248,455.396,476.259,510.546,491.486,474.282,489.221,487.087,514.491,435.298,3
1,1,1,3,2,633.517,617.961,562.453,601.416,656.89,574.126,633.319,594.696,574.953,571.732,3
 , , , , ,244.12,253.614,266.926,293.373,253.181,233.163,230.558,253.73,252.083,234.531,3
1,2,2,2,1,520.292,507.938,517.634,506.08,513.902,465.511,504.347,524.054,487.405,524.593,3
4,1,1,4,4,184.604,229.159,182.828,254.35,276.343,237.666,253.869,243.16,260.384,261.797,3
3,2,2,4,3,438.496,472.979,467.435,481.467,439.568,483.755,430.906,435.894,433.518,509.805,3
1,1,1,4,1,429.08,425.196,457.378,411.378,445.199,478.928,459.045,457.381,454.808,423.029,3
2,2,2,3,1,339.769,308.72,324.969,393.283,347.328,328.422,303.356,307.255,328.08,315.821,3
3,2,2,4,2,466.622,470.323,461.845,488.624,546.723,530.997,477.268,522.78,424.86,471.377,3
2,3,3,2,2,383.697,367.648,412.424,390.128,395.368,429.861,366.129,364.276,378.667,373.839,2
1,2,3,4,1,487.368,526.744,541.057,461.841,517.285,453.777,469.111,485.598,493.315,512.774,3
2,2,2,3,2,414.743,384.294,474.942,470.796,456.192,484.773,418.888,387.208,443.741,415.66,3
3,3,3,4,3,520.096,504.657,521.416,545.416,479.591,536.257,564.014,505.854,498.369,552.859,3
 ,2,2,3,2,303.032,263.666,311.704,304.312,261.52,261.963,286.684,292.648,273.766,305.963,2
 , , , , ,445.502,388.192,379.515,430.662,405.796,392.989,364.148,402.758,420.784,382.749,3
3,3,2,4,3,520.408,498.649,493.317,487.469,522.885,474.664,482.809,470.679,496.141,484.614,3
 , , , , ,327.271,365.933,296.034,325.902,335.42,357.998,323.308,325.129,288.324,345.078,3
4,1,1,4,2,369.819,347.802,398.32,352.881,309.086,316.713,369.799,245.824,315.698,361.713,3
3,3,3,3,3,325.884,310.562,302.222,291.869,294.636,264.614,249.344,261.799,274.982,283.11,3
3,2,2,3,1,312.088,357.849,340.328,325.487,345.933,334.756,335.705,358.842,300.741,335.678,2
1,2,2,2,2,463.094,411.556,444.792,426.854,445.156,406.447,409.573,417.776,414.388,424.537,3
1,1,1,1,2,561.613,526.491,499.983,480.931,528.349,489.934,491.939,511.8,487.307,461.797,3
2,3,1,3,3,481.559,466.348,447.348,442.661,458.077,487.338,490.38,444.612,505.793,471.041,3
2,1,2,3,1,551.471,496.517,509.16,499.438,468.341,480.274,469.09,487.891,476.165,475.381,3
1,1,1,3,2,392.323,369.405,379.686,390.475,394.341,386.823,388.765,379.689,376.088,362.025,2
2,3,3,3,2,436.613,469.559,427.143,435.648,420.181,521.34,481.901,457.632,467.946,463.328,2
2,2,2,2,1,325.64,335.511,318.063,325.547,346.684,315.842,304.884,302.186,363.04,326.833,3
2,2,3,3,3,552.277,498.737,535.78,532.705,560.481,556.088,543.233,547.84,491.895,572.284,3
 , , , , ,327.527,330.726,323.987,276.938,319.95,328.072,299.48,350.841,295.395,333.951,3
1,1,1,3,4,424.691,430.512,414.096,434.958,457.236,442.946,435.326,457.807,451.941,463.954,3
2,3,3,3,2,504.846,502.54,500.177,511.921,497.152,507.022,513.359,529.864,476.766,531.964,2
2,2,2,2,2,513.667,594.877,569.217,576.318,588.474,591.862,605.56,594.385,608.436,588.889,3
3,3,3,4,4,488.46,469.351,536.619,489.799,505.738,480.468,535.56,500.021,526.269,508.457,3
4, ,1,1,2,469.37,489.578,438.153,437.851,476.93,443.454,483.067,454.936,444.462,456.729,3
3,2,2,3,3,540.257,598.3,529.31,554.132,535.555,569.473,584.156,502.145,542.733,570.669,3
3,3,3,3,3,458.692,414.153,517.324,434.091,470.662,413.245,451.351,467.263,460.98,438.134,3
2,2,2,3,2,498.892,511.67,483.363,535.739,503.414,475.673,539.472,499.832,521.461,509.235,3
2,1,2,3,1,341.976,354.623,352.648,330.455,352.019,369.207,379.008,357.139,358.075,342.147,3
3,3,3,3,2,482.117,482.913,436.803,513.312,430.417,505.278,479.971,476.772,503.584,487.066,3
4,4,4,4,4,667.151,662.7,635.483,701.456,710.714,699.905,623.441,708.557,748.48,712.106,3
2,2,2,3,3,492.264,455.421,446.871,487.796,573.048,577.528,488.797,501.94,483.455,529.576,3
3,4,4,4,3,569.751,548.054,544.164,525.436,528.331,500.372,576.248,548.142,513.528,566.884,3
3,3,1,3,4,504.509,486.17,475.995,498.721,422.63,467.494,480.008,490.355,434.425,489.059,3
2,2,3,3,2,515.288,537.486,541.998,559.986,567.727,539.966,570.42,511.521,529.108,563.172,3
2,2,2,3,2,406.063,422.381,365.792,365.199,432.7,370.725,415.457,380.431,410.306,406.705,3
2,2,2,3,1,354.815,371.187,357.034,363.409,392.039,369.83,336.857,384.087,385.27,352.849,3
4,3,3,4,4,411.488,419.826,472.716,373.327,405.611,435.14,408.768,388.369,447.101,429.434,3
3,1,2,3,4,366.448,323.397,368.127,324.707,325.733,331.704,362.638,355.779,348.945,358.832,3
4,3,3,4,3,515.438,585.966,555.754,550.358,521.783,584.071,538.304,529.205,535.516,552.247,3
2,2,2,2,3,441.488,411.315,402.986,438.984,453.998,399.877,407.695,449.757,440.843,416.737,3
3,2,3,3,3,342.298,369.528,425.361,348.661,351.809,325.883,367.328,357.653,392.137,365.804,3
 , , , , ,422.53,396.637,433.757,427.359,408.767,377.124,376.235,436.462,465.104,423.275,3
3,1,1,3,4,357.394,380.022,315.283,383.696,405.898,354.37,391.425,343.237,394.713,420.063,3
1,3,4,3,1,350.231,379.282,350.065,377.625,352.578,380.545,372.639,355.068,325.913,426.045,3
4,4,4,4,4,434.581,445.45,445.621,441.552,483.447,456.76,428.887,433.118,428.715,466.805,3
2,2,2,3,2,484.769,526.247,510.522,519.124,501.031,501.163,473.99,535.521,543.266,550.911,3
1,2,2,3,3,472.31,455.4,467.069,438.419,510.615,450.047,478.24,516.032,481.237,475.059,3
2,2,2,3,3,538.971,591.723,514.637,593.696,604.61,606.287,542.841,560.22,619.594,603.247,3
1,2,3,4,1,589.645,618.162,615.514,614.068,586.605,602.659,634.616,652.354,566.41,629.502,3
3,3,1,4,4,649.914,591.66,548.487,591.611,582.685,566.14,612.525,525.901,610.376,555.356,3
1,1,1,1,4,308.92,342.899,282.333,333.306,317.482,322.127,293.707,302.171,329.305,320.757,3
2,1,1,2,1,436.746,399.9,392.931,423.414,442.61,390.536,419.29,437.442,431.633,437.586,3
3,2,2,3,3,534.415,528.433,492.255,560.097,498.408,582.46,526.171,526.669,502.428,514.414,3
3,3,2,4,4,534.826,509.982,471.571,501.575,519.386,504.206,478.175,478.838,479.404,501.366,3
2,1,3,4,3,654.361,666.279,661.1,664.024,708.403,686.306,594.765,704.053,636.488,660.784,3
3,3,3,4,3,649.2,599.935,575.307,650.919,573.202,598.421,571.442,530.226,601.008,629.066,3
3,3,3,4,4,671.483,635.163,670.07,673.377,657.197,663.022,637.21,626.534,650.449,646.808,3
1,2,1,2,1,446.62,468.124,479.038,407.9,414.09,443.747,445.879,433.951,417.362,420.071,3
4,4,4,4,4,618.658,608.51,698.554,665.424,658.8,627.933,604.963,691.725,648.978,685.296,3
3,3,2,4,4,678.4,665,650.184,652.533,649.497,677.549,636.762,630.949,624.743,711.061,3
4,4,4,4,3,643.699,626.943,613.603,608.501,567.865,647.302,604.899,679.922,572.452,614.078,3
3,3,4,3,3,771.142,708.494,803.476,711.862,783.112,719.762,733.518,755.913,753.81,810.11,3
2,1,2,2,3,440.499,544.011,511.29,509.036,548.726,546.692,503.815,512.255,538.475,488.559,2
2,2,3,3,2,651.462,641.402,616.118,600.683,666.075,611.461,671.411,606.452,612.043,630.676,3
3,1,1,4,3,606.541,600.003,598.982,655.334,663.791,650.034,623.98,625.09,689.484,602.248,3
2,2,3,3,2,680.252,690.71,707.751,694.154,615.784,655.805,670.658,691.02,674.72,632.619,3
3,3,3,3,3,637.283,642.803,618.936,622.808,609.643,609.146,645.779,634.037,649.847,605.411,3
1,1,1,2,1,605.464,534.787,585.118,615.35,540.785,570.548,613.979,558.39,587.631,571.471,3
2,2,4,3,1,571.164,571.637,543.045,522.792,583.108,553.209,546.966,590.5,576.26,558.412,3
2,2,3,3,3,591.817,698.772,627.377,627.219,613.418,624.508,630.648,643.73,617.978,587.589,3
3,2,3,4,3,695.024,675.693,656.257,678.9,681.247,609.738,672.751,661.918,701.894,709.623,3
2,3,3,2,2,274.986,294.147,273.268,279.357,293.463,262.754,274.756,244.814,273.296,252.33,2
3,2,2,3,3,502.709,533.585,532.058,514.406,540.821,577.688,540.308,497.966,508.447,567.693,3
2,2,3,3,2,562.951,603.798,547.448,550.392,591.348,577.481,631.874,558.646,596.312,563.979,3
2,1,1,3,1,474.529,503.025,519.58,505.629,434.753,454.321,460.529,522.204,522.105,505.212,3
2,2,1,3,3,558.595,596.659,543.026,558.653,610.562,535.435,561.062,531.8,505.817,590.968,3
4,4,1,4,4,528.994,570.512,590.262,555.408,530.358,569.725,547.419,551.033,582.045,570.67,3
2,2,2,2,1,411.431,432.171,459.004,423.667,427.223,421.915,467.386,428.768,463.771,435.909,3
2,1,2,3,2,326.151,314.342,394.053,348.451,373.482,354.142,347.325,331.574,366.974,352.851,2
2,2,2,3,2,538.713,508.111,540.817,535.13,562.509,551.175,564.559,568.678,540.36,509.233,3
2,2,4,3,1,437.771,432.733,430.228,378.511,440.274,413.867,410.248,413.522,440.693,375.475,3
3,1,2,3,2,484.037,459.115,510.776,456.226,498.636,456.828,477.365,441.555,517.507,456.415,2
2,1,2,4,1,492.812,501.545,525.766,554.246,512.652,497.784,482.764,571.556,527.032,548.96,3
2,4,1,4,3,552.046,574.707,545.192,601.492,571.916,561.744,575.222,558.688,569.444,610.007,3
2,2,2,4,2,529.012,501.623,544.086,513.423,488.982,573.201,512.894,499.774,553.003,532.245,3
1,2,2,1,2,405.984,376.948,375.998,389.573,407.247,392.969,409.314,383.205,363.861,386.042,2
1,1,1,3,1,616.715,574.443,562.698,559.639,562.621,555.914,634.532,587.544,606.394,559.529,3
2,2,2,3,4,564.512,534.062,510.826,550.963,541.697,549.656,527.583,522.948,565.527,534.888,3
4,4,3,4,4,535.121,541.228,553.776,504.202,487.762,534.631,506.716,534.006,500.743,493.424,3
2,1,2,2,2,366.327,408.79,412.621,405.832,394.017,407.919,443.294,396.01,388.442,387.92,3
1,1,3,3,3,416.19,411.735,374.618,386.856,428.214,386.063,404.041,400.537,394.761,389.506,2
4,4,3,4,4,446.041,418.918,500.432,479.068,518.242,434.987,445.097,415.611,488.66,441.717,3
1,1,1,1,1,613.188,572.841,578.881,567.586,583.482,552.978,544.689,553.612,563.154,598.621,3
1,2,1,3,4,355.07,409.366,385.308,390.322,385.768,359.101,437.668,380.566,373.402,420.256,3
3,3,1,3,2,583.542,554.393,560.978,572.855,603.012,619.464,599.851,576.973,574.782,575.516,3
2,3,2,4,1,321.673,310.49,327.914,264.721,289.856,303.496,325.18,317.66,331.07,298.851,3
3,3,4,3,3,522.343,492.937,505.958,523.096,474.068,500.232,502.827,518.816,470.89,502.782,3
1,2,2,2,1,483.797,447.79,499.32,478.563,512.854,483.487,459.343,482.183,481.344,479.379,3
3,2,3,2,1,274.816,298.508,317.585,261.201,336.037,246.658,246.361,289.847,294.079,334.033,3
3,2,3,3,3,465.71,464.03,435.255,456.873,420.452,395.863,482.789,430.231,449.835,453.875,3
3,2,3,3,3,335.998,331.437,407.17,346.464,357.348,384.427,388.457,338.106,405.037,386.941,2
2,1,1,1,1,460.591,445.726,408.592,392.85,375.473,426.915,438.363,374.416,429.776,452.248,2
1,1,1,3,2,575.456,517.358,529.2,511.216,511.819,559.367,526.065,514.028,550.569,503.423,3
3,3,3,3,3,376.762,344.333,364.451,425.966,391.41,401.954,418.542,386.827,416.662,375.225,3
2,2,2,2,2,337.381,311.396,289.139,301.946,307.482,311.19,284.157,283.192,285.638,302.86,3
1,4,4,1,1,483.641,477.581,449.842,473.4,423.91,479.531,434.297,426.422,481.882,477.059,2
2,3,2,3,3,415.745,373.501,354.922,380.704,407.535,394.625,364.392,432.141,393.583,415.274,2
3,2,2,3,3,420.009,422.053,424.088,392.46,414.608,399.148,427.606,440.891,404.254,481.436,3
1,1,1,1,1,388.795,416.858,431.572,438.611,458.442,459.013,413.469,427.521,434.824,453.907,3
4,3,2,4,3,637.582,608.104,553.896,604.725,654.925,603.866,645.508,576.624,618.354,621.905,3
3,2,3,4,4,631.287,586.499,656.561,603.675,608.974,624.297,566.31,730.437,620.793,614.547,3
4,3,3,4,2,492.729,514.002,534.489,491.792,492.907,549.422,501.014,540.208,501.048,519.092,3
2,1,1,1,1,463.653,462.504,456.586,453.927,468.888,471.368,438.673,479.343,443.788,439.573,3
2,1,2,2,2,502.965,505.22,443.253,481.613,449.822,501.256,486.033,521.64,473.001,447.604,3
2,3,3,2,2,371.089,342.752,338.105,327.91,342.603,343.575,347.259,362.688,339.606,365.729,3
1,1,1,1,2,487.912,460.319,502.277,475.775,464.176,525.718,504.566,477.428,496.916,496.488,3
1,1,1,2,1,492.508,464.589,454.625,471.301,418.526,471.014,439.971,421.497,434.862,431.35,3
2,3,4,1,2,256.037,295.139,297.208,308.526,297.886,273.25,289.115,267.468,324.93,287.712,3
3,2,1,3,2,511.269,531.223,502.38,499.211,526.842,530.378,552.862,531.739,507.074,444.09,3
3,2,2,3,3,614.43,612.466,630.156,673.573,617.694,550.411,577.109,609.414,678.003,631.283,3
3,4,3,4,4,595.714,595.388,602.577,526.564,559.061,592.726,588.387,589.646,582.685,591.721,3
2,2,2,3,2,484.952,418.001,474.703,463.8,504.907,470.911,417.378,419.274,413.826,423.505,3
4,4,4,4,4,556.814,594.815,557.509,529.839,571.816,603.979,586.817,596.985,625.315,583.833,3
4,3,4,4,3,696.269,606.181,667.583,616.295,606.872,657.95,681.311,664.568,594.634,658.602,3
1,1,2,2,1,536.767,476.683,457.503,453.311,508.973,536.596,518.494,534.527,489.685,517.055,3
4,3,4,4,4,375.069,367.698,370.162,389.768,374.149,370.674,376.747,405.118,385.761,377.892,3
2,2,3,4,4,396.014,473.997,448.36,471.133,449.742,424.105,408.425,412.938,412.519,453.484,3
3,3,3,3,3,635.82,688.366,632.063,638.532,645.118,615.927,616.969,613.974,715.975,634.83,3
1,1,1,2,2,452.917,456.406,450.432,469.165,511.776,480.186,462.235,440.966,464.168,465.011,3
1,1,1,2,2,454.658,489.453,455.076,486.586,460.949,456.119,480.049,453.672,493.532,458.387,3
1,2,1,2,2,606.94,560.086,525.23,531.699,580.546,555.364,512.819,555.733,563.3,547.287,3
2,1,2,2,3,625.321,712.995,636.25,682.853,639.325,632.45,683.497,635.472,717.287,670.164,3
1,1,1,1,1,470.025,467.263,478.944,458.595,462.243,485.3,418.281,499.087,458.4,446.108,3
4,3,3,4,4,533.189,549.841,548.916,586.287,595.655,540.885,546.184,585.059,542.862,580.126,3
1,2,2,2,2,430.395,455.554,492.781,469.234,416.727,442.578,451.761,474.287,503.646,428.466,3
2,2,2,3,2,391.576,401.174,445.159,435.068,467.189,396.932,434.234,426.334,403.307,436.047,3
4,3,3,4,3,411.462,476.574,460.651,455.581,479.594,467.493,414.197,469.465,458.098,456.813,3
4,1,3,4,2,550.705,542.601,526.629,539.351,480.361,590.786,541.962,531.387,523.499,547.913,3
4,4,4,4,3,651.838,633.491,642.043,616.304,694.554,727.761,668.163,615.759,712.704,672.305,3
3,3,4,4,3,509.457,527.228,541.825,532.168,559.995,519.614,516.996,561.082,566.714,574.961,3
2,2,2,3,3,578.292,507.6,519.789,554.903,553.941,575.754,575.809,597.683,531.989,530.14,3
2,2,2,3,2,470.302,468.24,430.549,456.847,485.628,444.753,431.932,467.269,449.789,478.597,3
2,2,4,3,3,705.446,656.007,710.058,721.413,679.395,659.006,663.213,672.82,758.566,640.33,3
3,2,3,2,1,450.923,424.545,465.355,445.515,445.532,449.819,465.797,451.998,431.084,439.978,3
4,3,3,4,3,538.456,583.002,491.724,544.809,529.374,612.611,562.184,555.631,538.576,604.988,3
2,2,3,4,3,652.983,694.433,659.727,696.483,624.609,584.748,689.627,648.759,682.323,669.49,3
3,2,2,3,3,590.644,541.939,539.948,547.43,530.132,512.602,543.067,602.759,540.164,562.295,3
2,2,1,3,3,541.338,568.199,548.042,492.189,531.425,532.238,560.349,598.561,536.484,504.284,3
3,2,3,3,3,526.109,589.218,531.121,553.327,543.965,534.512,538.78,532.65,501.87,583.001,3
3,2,3,3,2,446.702,456.621,429.234,480.371,419.733,422.762,419.533,425.491,435.729,453.204,3
2,1,2,3,2,614.035,594.18,537.102,547.155,578.559,575.029,561.202,610.812,579.715,589.135,3
2,2,2,3,2,684.719,613.639,647.996,659.724,688.611,617.904,585.357,602.566,646.792,674.121,3
4,3,3,4,4,727.187,749.504,701.791,749.445,714.793,720.187,718.56,745.633,721.956,688.64,3
3,2,3,4,4,762.337,736.775,685.19,685.261,731.451,699.582,722.505,741.674,666.231,711.711,3
4,3,3,4,3,341.317,345.924,408.011,348.175,321.913,331.622,383.989,321.766,302.498,381.561,2
4,4,4,4,4,645.386,693.463,639.274,633.343,652.356,652.576,637.939,655.467,671.003,629.173,3
3,1,4,4,4,648.691,671.022,647.791,615.199,616.414,696.876,633.281,677.87,640.635,654.96,3
4,4,2,2,2,608.593,633.306,531.719,627.023,621.738,602.372,567.5,606.288,596.064,645.181,3
3,3,3,3,3,680.83,580.583,588.812,602.638,623.331,596.327,655.783,592.583,649.897,638.687,3
3,2,2,4,3,480.46,440.049,445.843,427.444,461.88,398.741,451.671,485.041,434.242,459.496,3
2,2,2,3,3,420.742,418.106,383.269,423.627,369.63,450.009,381.461,434.77,378.561,384.904,3
3,2,3,4,4,587.99,538.294,555.374,582.295,513.815,520.251,549.688,573.439,568.057,600.372,3
4,3,2,4,3,673.687,674.596,672.224,711.965,659.81,705.848,758.805,712.509,741.211,729.09,3
2,2,2,3,2,501.152,517.974,534.809,533.672,490.414,519.775,505.374,556.37,523.477,499.26,3
3,3,2,4,3,647.337,707.215,590.362,694.869,707.542,708.799,625.424,673.315,643.346,661.986,3
3,3,3,4,4,500.49,434.303,454.575,548.61,482.477,510.943,492.699,524.855,512.019,494.078,2
2,3,3,3,2,496.255,516.785,515.506,479.984,564.185,525.373,487.594,567.366,512.813,573.419,3
4,4,4,4,4,478.002,542.786,556.553,501.169,525.441,498.012,540.051,519.092,512.98,468.163,3
2,2,3,3,3,451.023,435.389,459.961,461.115,414.889,409.067,453.206,430.44,447.277,406.187,3
1,1,3,3,3,557.368,554.06,494.768,551.699,545.303,568.343,564.052,548.839,582.801,607.934,3
